R,M_A,M_B,PredictedSignature,TrueSignature,SigPredTrue?,SigRuleUsed,PredictedNumPureNash,TrueNumPureNash,NumPredTrue?,NumRuleUsed,PredNashLoc,TrueNashLoc,LocPredTrue?,LocRuleUsed
5,4,6,"([0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5])","([0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
5,4,7,"([0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5])","([0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
5,4,8,"([0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5])","([0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
5,4,9,"([0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5])","([0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
5,5,5,"([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5])","([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5])",Yes,Rule 3,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
5,5,6,"([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5])","([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5])",Yes,Rule 6,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
5,5,7,"([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5])","([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5])",Yes,Rule 6,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
5,5,8,"([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5])","([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5])",Yes,Rule 6,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
5,5,9,"([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5])","([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5])",Yes,Rule 6,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
5,6,6,"([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5])","([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5])",Yes,Rule 3,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
5,6,7,"([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5])","([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5])",Yes,Rule 6,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
5,6,8,"([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5])","([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5])",Yes,Rule 6,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
5,6,9,"([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5])","([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5])",Yes,Rule 6,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
5,7,7,"([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5])","([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5])",Yes,Rule 3,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
5,7,8,"([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5])","([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5])",Yes,Rule 6,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
5,7,9,"([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5])","([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5])",Yes,Rule 6,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
5,8,8,"([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5])","([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5])",Yes,Rule 3,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
5,8,9,"([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5])","([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5])",Yes,Rule 6,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
5,9,9,"([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5])","([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5])",Yes,Rule 3,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
6,1,1,"([1], [1])","([1], [1])",Yes,Rule 2,1,1,Yes,Rule Ca,"[(1, 1)]","[(1, 1)]",Yes,Rule Ca
6,1,2,"([0, 1], [1, 2])","([0, 1], [1, 2])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
6,1,3,"([0, 1], [1, 2])","([0, 1], [1, 2])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
6,1,4,"([0, 1], [1, 2])","([0, 1], [1, 2])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
6,1,5,"([0, 1], [1, 2])","([0, 1], [1, 2])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
6,1,6,"([0, 1], [1, 2])","([0, 1], [1, 2])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
6,1,7,"([0, 1], [1, 2])","([0, 1], [1, 2])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
6,1,8,"([0, 1], [1, 2])","([0, 1], [1, 2])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
6,1,9,"([0, 1], [1, 2])","([0, 1], [1, 2])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
6,2,2,"([2], [2])","([2], [2])",Yes,Rule 2,1,1,Yes,Rule Ca,"[(2, 2)]","[(2, 2)]",Yes,Rule Ca
6,2,3,"([0, 1, 2], [1, 2, 3])","([0, 1, 2], [1, 2, 3])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
6,2,4,"([0, 1, 2], [1, 2, 3])","([0, 1, 2], [1, 2, 3])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
6,2,5,"([0, 1, 2], [1, 2, 3])","([0, 1, 2], [1, 2, 3])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
6,2,6,"([0, 1, 2], [1, 2, 3])","([0, 1, 2], [1, 2, 3])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
6,2,7,"([0, 1, 2], [1, 2, 3])","([0, 1, 2], [1, 2, 3])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
6,2,8,"([0, 1, 2], [1, 2, 3])","([0, 1, 2], [1, 2, 3])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
6,2,9,"([0, 1, 2], [1, 2, 3])","([0, 1, 2], [1, 2, 3])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
6,3,3,"([0, 1, 2, 3], [0, 1, 2, 3])","([0, 1, 2, 3], [0, 1, 2, 3])",Yes,Rule 3,1,1,Yes,Rule Ca,"[(3, 3)]","[(3, 3)]",Yes,Rule Ca
6,3,4,"([0, 1, 2, 3], [0, 1, 2, 3, 4])","([0, 1, 2, 3], [0, 1, 2, 3, 4])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
6,3,5,"([0, 1, 2, 3], [0, 1, 2, 3, 4])","([0, 1, 2, 3], [0, 1, 2, 3, 4])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
6,3,6,"([0, 1, 2, 3], [0, 1, 2, 3, 4])","([0, 1, 2, 3], [0, 1, 2, 3, 4])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
6,3,7,"([0, 1, 2, 3], [0, 1, 2, 3, 4])","([0, 1, 2, 3], [0, 1, 2, 3, 4])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
6,3,8,"([0, 1, 2, 3], [0, 1, 2, 3, 4])","([0, 1, 2, 3], [0, 1, 2, 3, 4])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
6,3,9,"([0, 1, 2, 3], [0, 1, 2, 3, 4])","([0, 1, 2, 3], [0, 1, 2, 3, 4])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
6,4,4,"([0, 1, 2, 3, 4], [0, 1, 2, 3, 4])","([0, 1, 2, 3, 4], [0, 1, 2, 3, 4])",Yes,Rule 3,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
6,4,5,"([0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5])","([0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
6,4,6,"([0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5])","([0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
6,4,7,"([0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5])","([0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
6,4,8,"([0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5])","([0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
6,4,9,"([0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5])","([0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
6,5,5,"([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5])","([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5])",Yes,Rule 3,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
6,5,6,"([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5, 6])","([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5, 6])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
6,5,7,"([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5, 6])","([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5, 6])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
6,5,8,"([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5, 6])","([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5, 6])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
6,5,9,"([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5, 6])","([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5, 6])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
6,6,6,"([0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6])","([0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6])",Yes,Rule 3,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
6,6,7,"([0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6])","([0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6])",Yes,Rule 6,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
6,6,8,"([0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6])","([0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6])",Yes,Rule 6,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
6,6,9,"([0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6])","([0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6])",Yes,Rule 6,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
6,7,7,"([0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6])","([0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6])",Yes,Rule 3,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
6,7,8,"([0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6])","([0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6])",Yes,Rule 6,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
6,7,9,"([0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6])","([0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6])",Yes,Rule 6,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
6,8,8,"([0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6])","([0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6])",Yes,Rule 3,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
6,8,9,"([0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6])","([0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6])",Yes,Rule 6,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
6,9,9,"([0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6])","([0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6])",Yes,Rule 3,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
7,1,1,"([1], [1])","([1], [1])",Yes,Rule 2,1,1,Yes,Rule Ca,"[(1, 1)]","[(1, 1)]",Yes,Rule Ca
7,1,2,"([0, 1], [1, 2])","([0, 1], [1, 2])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
7,1,3,"([0, 1], [1, 2])","([0, 1], [1, 2])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
7,1,4,"([0, 1], [1, 2])","([0, 1], [1, 2])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
7,1,5,"([0, 1], [1, 2])","([0, 1], [1, 2])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
7,1,6,"([0, 1], [1, 2])","([0, 1], [1, 2])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
7,1,7,"([0, 1], [1, 2])","([0, 1], [1, 2])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
7,1,8,"([0, 1], [1, 2])","([0, 1], [1, 2])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
7,1,9,"([0, 1], [1, 2])","([0, 1], [1, 2])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
7,2,2,"([2], [2])","([2], [2])",Yes,Rule 2,1,1,Yes,Rule Ca,"[(2, 2)]","[(2, 2)]",Yes,Rule Ca
7,2,3,"([0, 1, 2], [1, 2, 3])","([0, 1, 2], [1, 2, 3])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
7,2,4,"([0, 1, 2], [1, 2, 3])","([0, 1, 2], [1, 2, 3])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
7,2,5,"([0, 1, 2], [1, 2, 3])","([0, 1, 2], [1, 2, 3])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
7,2,6,"([0, 1, 2], [1, 2, 3])","([0, 1, 2], [1, 2, 3])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
7,2,7,"([0, 1, 2], [1, 2, 3])","([0, 1, 2], [1, 2, 3])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
7,2,8,"([0, 1, 2], [1, 2, 3])","([0, 1, 2], [1, 2, 3])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
7,2,9,"([0, 1, 2], [1, 2, 3])","([0, 1, 2], [1, 2, 3])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
7,3,3,"([3], [3])","([3], [3])",Yes,Rule 2,1,1,Yes,Rule Ca,"[(3, 3)]","[(3, 3)]",Yes,Rule Ca
7,3,4,"([0, 1, 2, 3], [1, 2, 3, 4])","([0, 1, 2, 3], [1, 2, 3, 4])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
7,3,5,"([0, 1, 2, 3], [1, 2, 3, 4])","([0, 1, 2, 3], [1, 2, 3, 4])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
7,3,6,"([0, 1, 2, 3], [1, 2, 3, 4])","([0, 1, 2, 3], [1, 2, 3, 4])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
7,3,7,"([0, 1, 2, 3], [1, 2, 3, 4])","([0, 1, 2, 3], [1, 2, 3, 4])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
7,3,8,"([0, 1, 2, 3], [1, 2, 3, 4])","([0, 1, 2, 3], [1, 2, 3, 4])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
7,3,9,"([0, 1, 2, 3], [1, 2, 3, 4])","([0, 1, 2, 3], [1, 2, 3, 4])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
7,4,4,"([0, 1, 2, 3, 4], [0, 1, 2, 3, 4])","([0, 1, 2, 3, 4], [0, 1, 2, 3, 4])",Yes,Rule 3,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
7,4,5,"([0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5])","([0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
7,4,6,"([0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5])","([0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
7,4,7,"([0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5])","([0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
7,4,8,"([0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5])","([0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
7,4,9,"([0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5])","([0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
7,5,5,"([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5])","([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5])",Yes,Rule 3,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
7,5,6,"([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5, 6])","([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5, 6])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
7,5,7,"([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5, 6])","([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5, 6])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
7,5,8,"([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5, 6])","([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5, 6])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
7,5,9,"([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5, 6])","([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5, 6])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
7,6,6,"([0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6])","([0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6])",Yes,Rule 3,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
7,6,7,"([0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6, 7])","([0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6, 7])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
