R,M_A,M_B,PredictedSignature,TrueSignature,SigPredTrue?,SigRuleUsed,PredictedNumPureNash,TrueNumPureNash,NumPredTrue?,NumRuleUsed,PredNashLoc,TrueNashLoc,LocPredTrue?,LocRuleUsed
7,6,8,"([0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6, 7])","([0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6, 7])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
7,6,9,"([0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6, 7])","([0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6, 7])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
7,7,7,"([0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7])","([0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7])",Yes,Rule 3,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
7,7,8,"([0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7])","([0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7])",Yes,Rule 6,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
7,7,9,"([0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7])","([0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7])",Yes,Rule 6,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
7,8,8,"([0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7])","([0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7])",Yes,Rule 3,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
7,8,9,"([0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7])","([0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7])",Yes,Rule 6,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
7,9,9,"([0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7])","([0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7])",Yes,Rule 3,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
8,1,1,"([1], [1])","([1], [1])",Yes,Rule 2,1,1,Yes,Rule Ca,"[(1, 1)]","[(1, 1)]",Yes,Rule Ca
8,1,2,"([0, 1], [1, 2])","([0, 1], [1, 2])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
8,1,3,"([0, 1], [1, 2])","([0, 1], [1, 2])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
8,1,4,"([0, 1], [1, 2])","([0, 1], [1, 2])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
8,1,5,"([0, 1], [1, 2])","([0, 1], [1, 2])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
8,1,6,"([0, 1], [1, 2])","([0, 1], [1, 2])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
8,1,7,"([0, 1], [1, 2])","([0, 1], [1, 2])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
8,1,8,"([0, 1], [1, 2])","([0, 1], [1, 2])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
8,1,9,"([0, 1], [1, 2])","([0, 1], [1, 2])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
8,2,2,"([2], [2])","([2], [2])",Yes,Rule 2,1,1,Yes,Rule Ca,"[(2, 2)]","[(2, 2)]",Yes,Rule Ca
8,2,3,"([0, 1, 2], [1, 2, 3])","([0, 1, 2], [1, 2, 3])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
8,2,4,"([0, 1, 2], [1, 2, 3])","([0, 1, 2], [1, 2, 3])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
8,2,5,"([0, 1, 2], [1, 2, 3])","([0, 1, 2], [1, 2, 3])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
8,2,6,"([0, 1, 2], [1, 2, 3])","([0, 1, 2], [1, 2, 3])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
8,2,7,"([0, 1, 2], [1, 2, 3])","([0, 1, 2], [1, 2, 3])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
8,2,8,"([0, 1, 2], [1, 2, 3])","([0, 1, 2], [1, 2, 3])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
8,2,9,"([0, 1, 2], [1, 2, 3])","([0, 1, 2], [1, 2, 3])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
8,3,3,"([3], [3])","([3], [3])",Yes,Rule 2,1,1,Yes,Rule Ca,"[(3, 3)]","[(3, 3)]",Yes,Rule Ca
8,3,4,"([0, 1, 2, 3], [1, 2, 3, 4])","([0, 1, 2, 3], [1, 2, 3, 4])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
8,3,5,"([0, 1, 2, 3], [1, 2, 3, 4])","([0, 1, 2, 3], [1, 2, 3, 4])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
8,3,6,"([0, 1, 2, 3], [1, 2, 3, 4])","([0, 1, 2, 3], [1, 2, 3, 4])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
8,3,7,"([0, 1, 2, 3], [1, 2, 3, 4])","([0, 1, 2, 3], [1, 2, 3, 4])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
8,3,8,"([0, 1, 2, 3], [1, 2, 3, 4])","([0, 1, 2, 3], [1, 2, 3, 4])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
8,3,9,"([0, 1, 2, 3], [1, 2, 3, 4])","([0, 1, 2, 3], [1, 2, 3, 4])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
8,4,4,"([0, 1, 2, 3, 4], [0, 1, 2, 3, 4])","([0, 1, 2, 3, 4], [0, 1, 2, 3, 4])",Yes,Rule 3,1,1,Yes,Rule Ca,"[(4, 4)]","[(4, 4)]",Yes,Rule Ca
8,4,5,"([0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5])","([0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
8,4,6,"([0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5])","([0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
8,4,7,"([0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5])","([0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
8,4,8,"([0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5])","([0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
8,4,9,"([0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5])","([0, 1, 2, 3, 4], [0, 1, 2, 3, 4, 5])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
8,5,5,"([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5])","([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5])",Yes,Rule 3,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
8,5,6,"([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5, 6])","([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5, 6])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
8,5,7,"([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5, 6])","([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5, 6])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
8,5,8,"([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5, 6])","([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5, 6])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
8,5,9,"([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5, 6])","([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5, 6])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
8,6,6,"([0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6])","([0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6])",Yes,Rule 3,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
8,6,7,"([0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6, 7])","([0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6, 7])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
8,6,8,"([0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6, 7])","([0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6, 7])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
8,6,9,"([0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6, 7])","([0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6, 7])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
8,7,7,"([0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7])","([0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7])",Yes,Rule 3,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
8,7,8,"([0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7, 8])","([0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7, 8])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
8,7,9,"([0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7, 8])","([0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7, 8])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
8,8,8,"([0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8])","([0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8])",Yes,Rule 3,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
8,8,9,"([0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8])","([0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8])",Yes,Rule 6,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
8,9,9,"([0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8])","([0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8])",Yes,Rule 3,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
9,1,1,"([1], [1])","([1], [1])",Yes,Rule 2,1,1,Yes,Rule Ca,"[(1, 1)]","[(1, 1)]",Yes,Rule Ca
9,1,2,"([0, 1], [1, 2])","([0, 1], [1, 2])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
9,1,3,"([0, 1], [1, 2])","([0, 1], [1, 2])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
9,1,4,"([0, 1], [1, 2])","([0, 1], [1, 2])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
9,1,5,"([0, 1], [1, 2])","([0, 1], [1, 2])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
9,1,6,"([0, 1], [1, 2])","([0, 1], [1, 2])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
9,1,7,"([0, 1], [1, 2])","([0, 1], [1, 2])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
9,1,8,"([0, 1], [1, 2])","([0, 1], [1, 2])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
9,1,9,"([0, 1], [1, 2])","([0, 1], [1, 2])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
9,2,2,"([2], [2])","([2], [2])",Yes,Rule 2,1,1,Yes,Rule Ca,"[(2, 2)]","[(2, 2)]",Yes,Rule Ca
9,2,3,"([0, 1, 2], [1, 2, 3])","([0, 1, 2], [1, 2, 3])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
9,2,4,"([0, 1, 2], [1, 2, 3])","([0, 1, 2], [1, 2, 3])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
9,2,5,"([0, 1, 2], [1, 2, 3])","([0, 1, 2], [1, 2, 3])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
9,2,6,"([0, 1, 2], [1, 2, 3])","([0, 1, 2], [1, 2, 3])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
9,2,7,"([0, 1, 2], [1, 2, 3])","([0, 1, 2], [1, 2, 3])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
9,2,8,"([0, 1, 2], [1, 2, 3])","([0, 1, 2], [1, 2, 3])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
9,2,9,"([0, 1, 2], [1, 2, 3])","([0, 1, 2], [1, 2, 3])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
9,3,3,"([3], [3])","([3], [3])",Yes,Rule 2,1,1,Yes,Rule Ca,"[(3, 3)]","[(3, 3)]",Yes,Rule Ca
9,3,4,"([0, 1, 2, 3], [1, 2, 3, 4])","([0, 1, 2, 3], [1, 2, 3, 4])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
9,3,5,"([0, 1, 2, 3], [1, 2, 3, 4])","([0, 1, 2, 3], [1, 2, 3, 4])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
9,3,6,"([0, 1, 2, 3], [1, 2, 3, 4])","([0, 1, 2, 3], [1, 2, 3, 4])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
9,3,7,"([0, 1, 2, 3], [1, 2, 3, 4])","([0, 1, 2, 3], [1, 2, 3, 4])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
9,3,8,"([0, 1, 2, 3], [1, 2, 3, 4])","([0, 1, 2, 3], [1, 2, 3, 4])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
9,3,9,"([0, 1, 2, 3], [1, 2, 3, 4])","([0, 1, 2, 3], [1, 2, 3, 4])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
9,4,4,"([4], [4])","([4], [4])",Yes,Rule 2,1,1,Yes,Rule Ca,"[(4, 4)]","[(4, 4)]",Yes,Rule Ca
9,4,5,"([0, 1, 2, 3, 4], [1, 2, 3, 4, 5])","([0, 1, 2, 3, 4], [1, 2, 3, 4, 5])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
9,4,6,"([0, 1, 2, 3, 4], [1, 2, 3, 4, 5])","([0, 1, 2, 3, 4], [1, 2, 3, 4, 5])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
9,4,7,"([0, 1, 2, 3, 4], [1, 2, 3, 4, 5])","([0, 1, 2, 3, 4], [1, 2, 3, 4, 5])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
9,4,8,"([0, 1, 2, 3, 4], [1, 2, 3, 4, 5])","([0, 1, 2, 3, 4], [1, 2, 3, 4, 5])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
9,4,9,"([0, 1, 2, 3, 4], [1, 2, 3, 4, 5])","([0, 1, 2, 3, 4], [1, 2, 3, 4, 5])",Yes,Rule 4,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
9,5,5,"([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5])","([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5])",Yes,Rule 3,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
9,5,6,"([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5, 6])","([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5, 6])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
9,5,7,"([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5, 6])","([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5, 6])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
9,5,8,"([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5, 6])","([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5, 6])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
9,5,9,"([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5, 6])","([0, 1, 2, 3, 4, 5], [0, 1, 2, 3, 4, 5, 6])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
9,6,6,"([0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6])","([0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6])",Yes,Rule 3,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
9,6,7,"([0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6, 7])","([0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6, 7])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
9,6,8,"([0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6, 7])","([0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6, 7])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
9,6,9,"([0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6, 7])","([0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6, 7])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
9,7,7,"([0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7])","([0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7])",Yes,Rule 3,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
9,7,8,"([0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7, 8])","([0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7, 8])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
9,7,9,"([0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7, 8])","([0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7, 8])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
9,8,8,"([0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8])","([0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8])",Yes,Rule 3,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
9,8,9,"([0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9])","([0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9])",Yes,Rule 5,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
9,9,9,"([0, 1, 2, 3, 4, 5, 6, 7, 8, 9], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9])","([0, 1, 2, 3, 4, 5, 6, 7, 8, 9], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9])",Yes,Rule 3,0,0,Yes,Rule Cb,[],[],Yes,Rule Cb
